ano_eleicao,sigla_uf,nome_municipio,descricao_cargo,num_turno,numero_zona,sigla_partido,nome_candidato,nome_urna_candidato,numero_cand,desc_sit_cand_superior,desc_sit_candidato,desc_sit_cand_tot,total_votos
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PMDB,ROBERTO DA PENHA RAMOS,ROBERTINHO DA PADARIA,15015,,DEFERIDO,ELEITO,6611
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PAN,SANTOS NEVES,SANTOS NEVES,26777,,DEFERIDO,NÃO ELEITO,4989
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PPS,MIRANDA UEB MACHADO,MIRANDA UEB,23690,,DEFERIDO,ELEITO,4708
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,DULCE RITA CHAVES DE ANDRADE DABKIWICZ,DULCE RITA,40400,,DEFERIDO,ELEITO,4615
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSDB,CRISTIANO PINTO FERREIRA,CRISTIANO,45699,,DEFERIDO,ELEITO,4310
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PL,ALEXANDRE JOSÉ DA CUNHA,ALEXANDRE DA FARMACIA,22231,,DEFERIDO,ELEITO,4241
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSB,VALDIR ALVARENGA,VALDIR ALVARENGA,40636,,DEFERIDO,MÉDIA,3965
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSB,WALTER KATSUNORI HAYASHI,WALTER HAYASHI,40100,,DEFERIDO,ELEITO,3810
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,WILLIS BENTO GOULART,WILLIS,40123,,DEFERIDO,SUPLENTE,3091
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,WAGNER OCIMAR BALIEIRO,WAGNER BALIEIRO,13200,,DEFERIDO,ELEITO,3083
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,LINO BISPO DA ROCHA,LINO BISPO,31100,,DEFERIDO,ELEITO,2882
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSDB,CRISTÓVÃO GOMES GONÇALVES,CRISTÓVÃO GONÇALVES,45633,,DEFERIDO,ELEITO,2646
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PFL,CARLOS ALBERTO MACEDO BASTOS,MACEDO BASTOS,25100,,DEFERIDO,ELEITO,2508
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,JUVENIL DE ALMEIDA SILVÉRIO,JUVENIL,45654,,DEFERIDO,MÉDIA,2350
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,DILERMANDO DIÉ ANTONIO ALVARENGA,DILERMANDO DIÉ,45678,,DEFERIDO,MÉDIA,2273
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PFL,FERNANDO LUIZ ISOPPO PETITI,PETITI DA FARMACIA COMUNITÁRIA,25605,,DEFERIDO,ELEITO,2088
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,JOÃO BEZERRA SOBRINHO,JOÃO BEZERRA,45624,,DEFERIDO,SUPLENTE,2040
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,ANTONIO DUTRA DA SILVA,TONHÃO DUTRA,13450,,DEFERIDO,MÉDIA,2015
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSC,LUIZ CARLOS MOTA,MOTA,20123,,DEFERIDO,ELEITO,1908
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,HÉLIO NISHIMOTO,HÉLIO NISHIMOTO,45610,,DEFERIDO,ELEITO,1895
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSDB,OSMAR ANTONIO FERREIRA,OSMAR FERREIRA,45013,,DEFERIDO,SUPLENTE,1850
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PMN,JOSÉ LUÍS NUNES DO COUTO,ZÉ LUÍS,33033,,DEFERIDO,ELEITO,1819
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,WALTER KATSUNORI HAYASHI,WALTER HAYASHI,40100,,DEFERIDO,ELEITO,1794
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,JOSE CONRADO LOPES FILHO,CONRADO,31234,,DEFERIDO,SUPLENTE,1793
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSB,LEONARDO MACHADO DA SILVA,BATATINHA,40698,,DEFERIDO,SUPLENTE,1768
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PFL,CARLOS ALBERTO MACEDO BASTOS,MACEDO BASTOS,25100,,DEFERIDO,ELEITO,1754
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,RENATA LEMES DE PAIVA,RENATA PAIVA,25200,,DEFERIDO,SUPLENTE,1736
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSB,MARIA IRMA VASCONCELOS DE MELO DOS SANTOS,IRMA  7  IRMÃOS,40607,,DEFERIDO,SUPLENTE,1589
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,FERNANDO LUIZ ISOPPO PETITI,PETITI DA FARMACIA COMUNITÁRIA,25605,,DEFERIDO,ELEITO,1579
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,JOÃO DAS MERCÊS ALMEIDA,TAMPÃO,40422,,DEFERIDO,SUPLENTE,1567
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PTB,GILBERTO TORRES,GILBERTO TORRES,14333,,DEFERIDO,NÃO ELEITO,1530
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,HÉLIO NISHIMOTO,HÉLIO NISHIMOTO,45610,,DEFERIDO,ELEITO,1510
2004,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,WALTER FERNANDES CANDELARIO,SIENA,13350,,DEFERIDO,SUPLENTE,1510
